timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601666085018,9,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,9,0,0
1601666085028,8,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,8,0,0
1601666085037,34,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,272,344,5,6,http://localhost:8080/service/guestbook,34,0,0
1601666085071,6,create_COMMENT_1,200,,UC_02_sendComment 1-4,text,true,,274,581,5,6,http://localhost:8080/service/guestbook,6,0,0
1601666085078,4,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,true,,333,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666084492,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1012,0
1601666085505,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,8,0
1601666085513,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666085527,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666084492,1045,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,33901,2387,5,6,null,0,0,0
1601666085493,11,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,11,0,0
1601666085505,8,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,8,0,0
1601666085514,7,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,7,0,0
1601666085522,4,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,333,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666085527,6,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,575,5,6,http://localhost:8080/service/guestbook,6,0,0
1601666085533,4,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,394,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666085538,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666085548,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,9,0
1601666085557,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,19,0
1601666085576,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666085538,50,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,34062,2503,5,6,null,0,0,0
1601666085538,9,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,9,0,0
1601666085548,8,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,8,0,0
1601666085557,11,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666085569,7,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,394,344,5,6,http://localhost:8080/service/guestbook,6,0,0
1601666085576,7,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,691,5,6,http://localhost:8080/service/guestbook,7,0,0
1601666085583,5,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,494,318,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666085084,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1267,0
1601666080477,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,5875,0
1601666086352,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666086352,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666086365,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666086364,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,17,0
1601666086381,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666086381,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666080477,5915,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,34269,2398,5,6,null,0,0,0
1601666085084,1307,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-4,,true,,34269,2344,5,6,null,0,0,0
1601666086336,15,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,15,0,0
1601666086336,14,connect_to_server,200,,UC_02_sendComment 1-4,text,true,,22653,355,5,6,http://localhost:8080/,14,0,0
1601666086352,11,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,11,0,0
1601666086352,12,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,12,0,0
1601666086365,10,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,10,0,0
1601666086365,11,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666086376,5,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,494,344,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666086377,4,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,494,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666086382,5,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,586,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666086382,5,create_COMMENT_1,200,,UC_02_sendComment 1-4,text,true,,274,532,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666086387,5,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,601,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666086387,4,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,true,,601,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666084000,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,2551,0
1601666086551,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666086563,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,17,0
1601666086580,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666084000,2591,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-3,,true,,34508,2595,5,6,null,0,0,0
1601666086540,11,connect_to_server,200,,UC_02_sendComment 1-3,text,true,,22653,355,5,6,http://localhost:8080/,10,0,0
1601666086552,10,click_clients,200,,UC_02_sendComment 1-3,text,true,,6135,400,5,6,http://localhost:8080/clients.html,10,0,0
1601666086563,11,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666086575,5,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,601,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666086580,6,create_COMMENT_1,200,,UC_02_sendComment 1-3,text,true,,274,783,5,6,http://localhost:8080/service/guestbook,6,0,0
1601666086587,4,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,true,,733,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666084492,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,2606,0
1601666087098,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666087108,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666087122,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666084492,2640,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34738,2499,5,6,null,0,0,0
1601666087087,10,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,10,0,0
1601666087099,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,9,0,0
1601666087109,7,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,7,0,0
1601666087117,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,733,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666087122,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,687,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666087128,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,831,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666085589,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1968,0
1601666086393,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1165,0
1601666087557,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666087558,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666087574,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,18,0
1601666087574,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,24,0
1601666087599,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,58,0
1601666086393,1263,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,34888,2369,5,6,null,0,0,0
1601666087541,17,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,16,0,0
1601666087559,14,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,14,0,0
1601666087574,13,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,13,0,0
1601666087588,9,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,831,344,5,6,http://localhost:8080/service/guestbook,9,0,0
1601666087599,52,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,557,5,6,http://localhost:8080/service/guestbook,52,0,0
1601666087652,4,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,883,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666087592,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,77,0
1601666085589,2079,UC_02_sendComment,500,"Number of samples in transaction : 6, number of failing samples : 2",UC_02_sendComment 1-5,,false,,35758,2551,5,6,null,0,0,1
1601666087541,15,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,15,0,0
1601666087558,15,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,15,0,0
1601666087574,12,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,12,0,0
1601666087587,5,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,831,344,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666087592,69,create_COMMENT_1,500,,UC_02_sendComment 1-5,text,false,Test failed: text expected to contain /OK/,1144,739,5,6,http://localhost:8080/service/guestbook,69,0,0
1601666087662,6,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Отличные ребята.'/,883,318,5,6,http://localhost:8080/service/guestbook,6,0,1
1601666086392,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1707,0
1601666088100,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666088110,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666088124,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,19,0
1601666086392,1751,UC_02_sendComment,500,"Number of samples in transaction : 6, number of failing samples : 2",UC_02_sendComment 1-4,,false,,35834,2621,5,6,null,0,0,1
1601666088088,11,connect_to_server,200,,UC_02_sendComment 1-4,text,true,,22653,355,5,6,http://localhost:8080/,10,0,0
1601666088100,9,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,9,0,0
1601666088110,8,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,8,0,0
1601666088119,4,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,883,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088124,12,create_COMMENT_1,500,,UC_02_sendComment 1-4,text,false,Test failed: text expected to contain /OK/,1168,809,5,6,http://localhost:8080/service/guestbook,12,0,0
1601666088137,6,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Благодарю за отличную работу!'/,883,318,5,6,http://localhost:8080/service/guestbook,6,0,1
1601666086592,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1712,0
1601666088304,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,9,0
1601666088313,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,14,0
1601666088327,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666086592,1745,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-3,,true,,35044,2515,5,6,null,0,0,0
1601666088293,10,connect_to_server,200,,UC_02_sendComment 1-3,text,true,,22653,355,5,6,http://localhost:8080/,10,0,0
1601666088304,9,click_clients,200,,UC_02_sendComment 1-3,text,true,,6135,400,5,6,http://localhost:8080/clients.html,9,0,0
1601666088314,8,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,8,0,0
1601666088323,4,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,883,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088327,5,create_COMMENT_1,200,,UC_02_sendComment 1-3,text,true,,274,703,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666088333,4,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,true,,987,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666087133,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1810,0
1601666087675,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1269,0
1601666088944,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666088944,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,14,0
1601666088958,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666088958,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666088974,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666088974,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666087675,1309,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,35279,2393,5,6,null,0,0,0
1601666087133,1851,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35279,2418,5,6,null,0,0,0
1601666088927,17,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,16,0,0
1601666088927,16,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,15,0,0
1601666088945,12,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,12,0,0
1601666088945,13,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,13,0,0
1601666088958,10,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,10,0,0
1601666088958,11,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666088969,5,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,987,344,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666088970,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,987,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088975,4,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,581,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088975,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,606,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666088980,4,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,1118,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088980,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1118,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666088337,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,972,0
1601666087657,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1653,0
1601666089309,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666089310,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666089321,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666089322,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,15,0
1601666089338,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,54,0
1601666088337,1055,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-3,,true,,35538,2368,5,6,null,0,0,0
1601666089295,14,connect_to_server,200,,UC_02_sendComment 1-3,text,true,,22653,355,5,6,http://localhost:8080/,13,0,0
1601666089310,11,click_clients,200,,UC_02_sendComment 1-3,text,true,,6135,400,5,6,http://localhost:8080/clients.html,11,0,0
1601666089322,10,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,10,0,0
1601666089333,4,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,1118,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666089338,10,create_COMMENT_1,200,,UC_02_sendComment 1-3,text,true,,274,556,5,6,http://localhost:8080/service/guestbook,10,0,0
1601666089349,43,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,true,,1246,318,5,6,http://localhost:8080/service/guestbook,43,0,0
1601666089338,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,55,0
1601666087657,1736,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,35538,2420,5,6,null,0,0,0
1601666089295,15,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,14,0,0
1601666089311,11,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,10,0,0
1601666089322,11,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666089334,3,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,1118,344,5,6,http://localhost:8080/service/guestbook,3,0,0
1601666089338,10,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,608,5,6,http://localhost:8080/service/guestbook,10,0,0
1601666089349,44,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,1246,318,5,6,http://localhost:8080/service/guestbook,44,0,0
1601666088985,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1017,0
1601666088985,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1018,0
1601666090003,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666090003,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666090015,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666090015,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,16,0
1601666090031,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666090031,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601666088985,1057,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35781,2308,5,6,null,0,0,0
1601666089987,15,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,15,0,0
1601666090003,12,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,12,0,0
1601666090016,11,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,11,0,0
1601666088985,1057,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,35781,2435,5,6,null,0,0,0
1601666090027,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1246,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666089987,14,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,14,0,0
1601666090032,4,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,496,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666090003,11,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,11,0,0
1601666090037,5,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1361,318,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666090015,11,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,10,0,0
1601666090026,5,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,1246,344,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666090031,6,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,623,5,6,http://localhost:8080/service/guestbook,6,0,0
1601666090037,5,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,1361,318,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666090043,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666090054,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,9,0
1601666090063,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666090076,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666090043,43,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35981,2462,5,6,null,0,0,0
1601666090043,10,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,10,0,0
1601666090054,8,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,8,0,0
1601666090063,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,8,0,0
1601666090072,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1361,344,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666090077,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,650,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666090082,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1446,318,5,6,http://localhost:8080/service/guestbook,4,0,0
1601666089394,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,1269,0
1601666088149,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,2516,0
1601666090664,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601666090665,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601666090677,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,14,0
1601666090678,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,15,0
1601666090693,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601666088149,2554,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-4,,true,,36249,2491,5,6,null,0,0,0
1601666090645,19,connect_to_server,200,,UC_02_sendComment 1-4,text,true,,22653,355,5,6,http://localhost:8080/,19,0,0
1601666090665,12,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,12,0,0
1601666090678,10,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,10,0,0
1601666090689,3,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,1446,344,5,6,http://localhost:8080/service/guestbook,3,0,0
1601666090693,5,create_COMMENT_1,200,,UC_02_sendComment 1-4,text,true,,274,679,5,6,http://localhost:8080/service/guestbook,5,0,0
1601666090699,4,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,true,,1629,318,5,6,http://localhost:8080/service/guestbook,4,0,0
