timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601665989885,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,10,0,0
1601665989897,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,9,0,0
1601665989907,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,862,344,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665989912,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,506,1,2,http://localhost:8080/service/guestbook,6,0,0
1601665989919,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,906,318,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665989924,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,513,0
1601665990438,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665990449,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,15,0
1601665990464,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665989924,551,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35092,2521,1,2,null,0,0,0
1601665990425,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,11,0,0
1601665990438,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,10,0,0
1601665990449,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,9,0,0
1601665990459,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,906,344,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665990464,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,709,1,2,http://localhost:8080/service/guestbook,6,0,0
1601665990470,5,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1012,318,1,2,http://localhost:8080/service/guestbook,5,0,0
1601665990476,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,513,0
1601665990990,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601665991000,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,61,0
1601665991061,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601665990476,596,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35252,2365,1,2,null,0,0,0
1601665990977,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,12,0,0
1601665990990,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,9,0,0
1601665991000,13,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,13,0,0
1601665991014,46,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1012,344,1,2,http://localhost:8080/service/guestbook,46,0,0
1601665991061,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,553,1,2,http://localhost:8080/service/guestbook,6,0,0
1601665991068,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1066,318,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665991074,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665991086,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,9,0
1601665991096,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601665991109,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665991074,46,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35417,2536,1,2,null,0,0,0
1601665991074,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,10,0,0
1601665991086,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,9,0,0
1601665991096,7,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,7,0,0
1601665991104,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1066,344,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665991109,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,724,1,2,http://localhost:8080/service/guestbook,6,0,0
1601665991115,5,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1177,318,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665991121,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,514,0
1601665991635,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665991646,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,14,0
1601665991660,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,11,0
1601665991121,550,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35573,2345,1,2,null,0,0,0
1601665991623,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,11,0,0
1601665991636,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,9,0,0
1601665991646,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,9,0,0
1601665991655,5,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1177,344,1,2,http://localhost:8080/service/guestbook,5,0,0
1601665991660,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,533,1,2,http://localhost:8080/service/guestbook,6,0,0
1601665991667,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1222,318,1,2,http://localhost:8080/service/guestbook,4,0,0
1601665991672,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,513,0
1601665992186,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,0,10,0
1601665992196,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,13,0
1601665992210,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,12,0
1601665991672,550,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35719,2503,1,2,null,0,0,0
1601665992173,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,11,0,0
